Word,Meaning
representative,"직원, 외판원, 대표자"
reprimand,"비난하다, 질책하다"
reproduction,"모조품, 재생"
reputable ,평판이 좋은
reputation,평판
request,"요청, 요청하다"
request form,요청 양식
require,요구하다
required,"필수의, 의무적인"
requirement,"필요조건,요건"
requisition,"요구, 요구서"
reschedule,일정을 바꾸다
research,"연구, 조사"
resemble,"~을 닮다, ~과 공통점이 있다"
reservation,"예약, 지정, 보호구역"
reserve,"예약하다, 지정하다, 보존하다"
reserved,"예약된, 예약한, 지정된"
reset,(기계를) 다시 맞추다
residence,"거주지, 주택"
resident,"거주자, 주민"
residue,잔여물
resign,"사직하다, 물러나다"
resignation,"사임, 사직, 사직서"
resist,"참다, 견디다, 저항하다"
resolution,"결의(안), 결정, 해상도"
resolve,(문제 등을)해결하다
resort,리조트
resource,자원
respectful,"정중한, 존중하는"
respectfully,"공손하게, 정중하게"
respective,"각각의, 저마다의"
respectively,"각각, 따로"
respiratory system,호흡 기관
respire,호흡하다
respond,응답하다
respond to ,~에 응답하다
respondent,응답자
response,"응답, 대답"
responsibility,"부담, 책임, 의무"
responsible,"책임이 있는, 책임져야 할"
rest,"쉬다, 휴식을 취하다, 휴식, 나머지"
rest one's chin on one's hand,손으로 턱을 괴다
restoration,"복원, 복구"
restore,"복구하다, 회복시키다"
restraint,"억제, 금지"
restrict,"한정하다, 제한하다"
restricted area,제한 구역
restriction,"제한, 한정"
restructure,구조조정을 하다
result,"결과, (~의 결과로) 되다"
result in,~을 야기하다
resume,이력서
retail,소매
retail store,소매점
retain,"유지하다, 보유하다"
retire,"퇴직하다, 은퇴하다"
retiree,퇴직자
retirement,"은퇴, 퇴직"
retirement party,은퇴 기념 파티
retirement plan,퇴직 연금 제도
retreat,"후퇴하다, 물러가다"
retrieval,"복구, 만회"
retrieve,되찾다
retrospective,"회고적인, 소급하는"
return,"반환하다, 반송하다, 돌아오다, 돌아가다"
return a phone call,회답 전화를 하다
return one's call,~에게 답신 전화를 하다
reunion,친목회
reveal,"밝히다, 누설하다"
revenue,수입
reverse,"뒤의, 반대의"
revert,(본래대로) 되돌아가다
review,"검토하다,재조사하다"
reviewer,"논평가, 비평가"
revise,"(의견 및 계획을)수정하다, 변경하다"
revised,"수정된,변경한"
revision,"수정, 개정"
revolutionary,혁명적인
revolve,"회전하다, 초점을 맞추다"
reward,"~에 보답하다, 보상하다, 보상, 포상"
rewarding,"보답을 받는, 보상으로서의"
ride away,타고가다
ridership,"(공공 교통 기관의) 이용자 수, 승객 수"
ridiculously,터무니 없이
right,"권리, 바른, 옳은"
right away,"즉시, 당장"
rightly,"당연히, 마땅히"
rigid,"엄격한, 완고한"
rigorously,엄격히
rinse,헹구다
rise,"오르다, 일어서다"
rising cost,비용상승
risky,위험한
ritual,"(정규)행사, 반드시 지키는 일"
riverbank,강둑
riverside,강변
road sign,도로표지
roadwork(=road construction),도로 공사
robust,"튼튼한, 강건한"
rocky,장애가 많은
role,역할
role model,역할 모델
roll out,(신상품을) 출시하다
rooftop,"지붕, 옥상"
room attendant,객실 청소부
rope,"밧줄, 로프"
rough,"힘든, 거친"
roughly,"대략, 거의"
round trip,왕복 여행
route,노선
routine,"판에 박힌 일, 정기적인"
routinely,"일상적으로, 정기적으로"
row the boat,배를 젓다
royalty,저작권 사용료
rugged,울퉁불퉁한
rule out,배제하다
ruler,자
run,"~을 운영하다, 경영하다,
(공연, 영화 등이) 상영되다, 계속되다"
run a campaign,캠페인을 벌이다
run a meeting,회의를 진행하다
run an article,기사를 게재하다
run for,~에 입후보하다
run in several directions,여러 방향으로 뻗어 있다
run late,늦게 하다; 늦게 도착하다
run out of,"~을 다 써 버리다, ~이 바닥나다"
run the risk of,~의 위험을 무릅쓰다
run the tap,수도꼭지를 틀다
runner-up,"2위의 경기자, 차점자"
running time,(영화) 상영 시간
runway,활주로
rush,서두르다
rush hour,(출퇴근 시의)교통 혼잡 시간
sabotage,(고의적인) 방해 행위
safe,안전한
safeguard,"예방 수단, 안전장치"
safety,안전
safety drill,안전훈련
safety inspection,안전 점검
sail a boat,보트를 타고 항해하다
salary,급여
salary and benefits,급여와 복리후생
salary review,연봉 심사
sale,"매출액, 매상고, (할인) 판매"
sales,판매의
sales figure,매출액
sales presentation,제품 소개
sales report,매출 보고서
sales representative,"영업 담당자, 판매 직원"
sales target,"판매 대상, 판매 목표"
sales trend,판매 추세
salesperson,"판매원, 외판원"
salon,(의상·미용실 등의)가게
salute,"경례하다, 인사하다"
sample,"견본,샘플,표본,시식하다,(견본으로 질을) 시험하다"
sanitary,위생의
sarcastic,"풍자적인, 빈정거리는"
satisfaction,만족
satisfactory,만족스러운
satisfied,"만족하는, 만족스러워하는"
save,"구조하다, 모으다, 저축하다"
savings,저축
saw,톱
scaffolding,"(건축 공사장의) 비계, 발판"
scale,"규모, 저울"
scale model (= miniature),축소 모형
scan,"살피다, 자세히 조사하다"
scarce,부족한
scarcely,"거의~하지 않다, 겨우"
scarcity,부족
scare,겁주다
scatter,흩뿌리다
scenery,풍경
scenic,경치의
schedule,~을 예정하다
schedule an appointment,약속을 잡다
scheme,계획
scholar,학자
scoop,"퍼내다, 퍼올리다"
score,"득점, 점수, 악보, 득점을 올리다"
scratch,긁다
screen,"스크린, 심사하다"
screening,"심사, 선발"
screw,나사
scrub,문질러 씻다
scrubbing,문지르기
scrutinize,세밀히 조사하다
scuff,마모시키다
sculpture,조각상
seafood,해산물
seal,"인장, 봉합, 밀봉하다"
seamless(=without trouble),"(끊어짐이 없이) 매끄러운, 문제 없는"
search,"찾기, 수색, 조사"
seasickness,뱃멀미
seasonal,"계절의, 계절적인"
seating,"(집합적)좌석 설비, 좌석 배열"
seating capacity,"좌석 수, 좌석 수용 능력"
seating chart,좌석 배치도
second,"찬성하다, 지지하다"
secondary effect,부차적 영향
secondhand,"중고의, 간접의"
secretarial,비서의
secretary,비서
section,"부분, 구역"
sector,"부문, 구역"
secure,"확보하다, 얻어내다, 안전하게 지키다, 고정시키다"
secured,보증된
securely,"(매듭 등이) 단단하게, 튼튼하게"
security,"보안,안전,보호"
security deposit,보증금
see if,~인지 여부를 확인하다
seed,"씨, ~에 씨를 뿌리다"
seek,"구하다, 찾다"
seek to do,~하려 애쓰다
seemingly,"외견상으로는, 겉보기에는"
segment,"부분, 조각"
segregate A from B,A를 b로부터 분리하다
seldom,"드물게, 좀처럼~않는"
select,"선발하다, 선택하다"
selected,"선택된, 선발된"
selection,"선택된 것, 정선품"
selective,"선택적인, 까다로운"
self-defense,"자기방어, 정당방위"
self-esteem,자부심
self-motivation,자기 동기부여
semester,학기
seminar,세미나
send,보내다
send a notification,통지서를 보내다
send in,~을 제출하다
send off to,~로 보내다
send out,배부하다
senior,"상급자, 상급의"
senior executive,고위간부
sensation,"느낌, 감각"
sensible,"분별 있는, 합리적인"
sensitivity,감수성
sensor,감지 장치
separate,"분리하다, 분류하다, 분리된, 따로 떨어진, 독립된"
separately,"개별적으로, 따로따로"
separation,"분리, 구분"
sequel,"속편, 결과"
sequence,"순서, 차례"
sequential,순차적인
seriously,진지하게
serve,"일하다, 근무하다"
serve a customer,손님을 상대하다
server,"서빙하는 사람, (컴퓨터의)서버"
service depot,서비스 센터
"serving(=helping, portion)","음식 시중, 한 끼 분의 음식"
session,(특정 활동)시간
set a record,기록을 세우다
set aside,챙겨두다
set down to work,일에 착수하다
set forth,"(여행에) 나서다, 설명하다"
set out,"(여행에) 나서다, 설명하다"
set the table,식탁을 차리다
set up,"~을 세우다, 시작하다"
set up a business,사업을 시작하다
set up a date,날짜를 잡다
set up an interview,면접 약속을 잡다
setback,"방해, 퇴보"
setting,"환경, 장소"
settle,"해결하다,처리하다"
settle on,~을 결정하다
several,"몇몇의, 몇 개의"
severance pay,퇴직금
severely,"엄격하게, 심하게"
sewage,하수
shade,그늘
shadow,"그림자, 그늘"
shake hands,악수하다
shape,"형체, (어떤)모양으로 만들다"
share,"공유하다, 함께 쓰다, 
(생각·경험·감정을 남과) 함께 나누다, 몫, 지분"
shareholder,주주
sharp,"뾰족한, 예리한"
sharpen,"날카롭게 만들다, (기술을) 향상시키다"
sharply,날카롭게
sheer,"순전한, 얇은"
sheet ,"시트, 종이"
shelf,선반
sheltered housing,(노인·장애인)보호 시설
shift,"옮기다, 이동하다, 변화, 교대 근무"
ship,"(배나 다른 운송 수단으로)운송하다,수송하다
선박, 배"
shipment,"선적, (화물의) 발송, 수송품, 적하물"
shipping,"배송, 운송, 선적"
shipping and handling fee,(운임·포장료 등) 배송 취급 요금
shockproof,충격에 견디게 만든
shoelace,신발 끈
shop,"상점, 물건을 사다"
shopkeeper,가게 주인
shopper,쇼핑객
shore,"(바다·강·호수의) 물가, 강기슭"
short,부족한
short-term deposit,단기예금
shortage,부족
shortcoming,"결점, 단점"
shortcut,지름길
shorten,"단축하다, 짧게 하다"
shortly,얼마 안되어
shovel,"삽, (눈을)치우다, 삽질하다"
show,"전시회, 보여주다"
show around,"안내하다, 관광 시키다"
show off,과시하다
show up,"나타나다, 돋보이게 하다"
showcase,"유리 진열장, 공개 행사"
shower,소나기
showing,"(영화 · 연극의) 상영, 전시"
showroom,"진열실, 전시실"
shred,갈기갈기 찢다
shrink,"줄어들다, 오그라들다"
shut down,폐점하다
sick leave,병가
side by side,나란히
side effect,부작용
sidewalk,보도
sift,체로 치다
sight,"시야,풍경,전망"
sightseeing,관광
sign a contract,계약서에 서명하다
sign out,서명하여 외출을 기록하다
sign up,"등록하다, 참가하다"
sign up for,"~에 등록하다, 신청하다"
signature,서명
significant,"상당한, 중대한, 중요한"
significantly,"상당히, 두드러지게"
signify,의미하다
simple,단순한
simplicity,간단함
simplify,간소화하다
simply,"그저, 단지, 간단히"
simultaneously,동시에
sincerity,"성실, 정직"
single,단 하나의
sip,"음미하며, 마시다, 홀짝거리다"
sit in alternate seats,한자리 씩 건너 앉다
sit through,끝까지 자리를 지키다
site,부지
site inspection,현지 시찰
situated,위치해 있는
situation,상황
sizable,"상당한 크기의, 꽤 큰"
size,"크기, 치수"
sketch,"스케치, 스케치하다"
skilled,"숙련된, 노련한"
skillfully,"능숙하게, 솜씨있게"
skyrocket,(가격 등이) 치솟다
skyscraper,고층빌딩
sleeve,(옷) 소매
slide down,미끄러져 내려가다
slight chance,희박한 가능성
slightly,약간
slope,"비탈, 경사지다"
slot,"시간, 틈"
slowdown,경기 후퇴
sluggish,불경기의
slurp,소리 내어 마시다
smock,"기다란 셔츠, 작업복"
smoke detector,화재 탐지기
smoking section,흡연 구역
smoothly,순조롭게
snack shop,매점
sneeze,재채기 하다
so far(=to date),지금까지
soak up,(액체를) 빨아 들이다
soar,"(물가 등이)폭등하다, 높이 치솟다"
society,"사회, 협회"
sold out,매진된
solely,전적으로
solicit,"요청하다, 간청하다"
solid,단단한
solitary,"혼자의, 외로운"
solution,해결책
solve,해결하다
someday,"언젠가, 머지않다"
somewhat,"다소, 얼마간"
soon,곧
sophisticated,"(기계가)정교한, 복잡한, 세련된"
sort,"종류, 분류하다"
sort of,"다소, 얼마간, 말하자면"
sort out,~을 정리하다
source,원천
southern,남쪽의
souvenir,기념품
space,"공간, 장소, ~의 공간을 정하다"
space-saving,공간 절약의
spacious,(공간이)넓은
span,"(다리 등이 강 등에) 거리다, 놓이다"
spare,"아끼다, 할애하다, 예배의, 여분의"
spare key,여분의 열쇠
sparsely,드문드문하게
speak,이야기하다
speak into the microphone,마이크에 대고 말하다
speak on the phone,통화하다
speak up,(큰소리로) 말하다
specialist,"전문가, 전공자"
specialize,"~을 전공하다,전문적으로 다루다"
specially,특별히
specialty,"전공, 전문"
specific,"구체적인, 명확한"
specifically,"명확하게, 분명히, 특히, 특별히"
specification,"명세서, 설명서, 사양"
specify,명시하다
specimen,견본
speck,작은 얼룩
spectator,관중
speculate,추측하다
speculation,추측
speech,연설
speed up,가속화하다
spell,"철자를 쓰다, 철자를 말하다"
spend,"~을 쓰다, 소비하다"
spending,"소비, 지출"
spice,"양념, 향신료"
spicy,매운
spill,엎지르다
splash,(물을) 튀기다
splendor,장엄함
split,"쪼개다, 분리시키다, 균열, 분열"
spoil,"상하다, 못쓰게 되다"
spoke,바퀴살
spokesperson,대변인
sponsor,"후원하다, 후원자"
sponsored by,~의 후원을 받은
spontaneously,"자발적으로, 자연 발생적으로"
sport tournament,운동 경기
spot,"발견하다, 찾다, 알아채다, (특정한)장소"
spotless,"아주 깨끗한, 흠잡을 데 없는"
spouse,배우자
spray,"뿌리다,분무,물보라"
spread on,~위에 펴 바르다
spread the word,말을 퍼뜨리다
spry,"기운찬, 활발한"
spurious,"허위의, 잘못된"
squeaking sound,끽끽거리는 소리
squeaky,삐걱대는
squeeze,짜다
stability,"안정, 안정성"
stack,"더미, 쌓아 올리다"
stacks of books,"서고, 서가"
stadium,경기장
staff,"직원, 직원을 배치하다"
stagnant,"침체된, 불경기의"
stagnation,"침체, 불경기"
stain,얼룩
staircase,(난간이 있는) 계단
stairway,계단
stall,상품 진열대
stamp,"~에 도장을 찍다, 우표"
stance,"태도, 입장"
stand,서다
stand for,"~을 상징하다, ~을 대표하다"
stand in a line,줄을 서 있다
stand in for,"~의 대리를 맡다, ~를 대신하다"
stand in line,줄을 서다
stand on,"~에 기초하다, ~에 의거하다"
stand over,옆에서 지켜보다
stand up for,~을 옹호하다
standard,"기준, 표준"
standing,"고정적인, 상설의"
standing room,입석
staple,기본 식료품
stare into,~을 응시하다
stark,"(차이가) 극명한, 황량한"
start,"시작하다, 시작"
start-up cost,착수 비용
startle,깜짝 놀라게 하다
starving,배고픈
state,"상태, 진술하다"
state-of-the-art,최신식의
statement,"명세서, 성명서"
stationary,"움직이지 않는, 정지된"
stationery,문구류
statistics,통계학
status,지위
stay ahead of,~보다 앞서 있다
stay awake,깨어 있다
stay competitive,경쟁력을 유지하다
stay open late,늦게까지 영업하다
stay tuned,채널을 고정시키다
stay up,(잠을 자지 않고) 일어나 있다
steadily,"착실하게, 꾸준히"
steadiness,"착실함, 끈기"
steady,"꾸준한, 안정된"
steeply,가파르게
steer,조종하다
steering wheel,핸들
stellar,"뛰어난, 별의"
step,"단계, 조치, 수단"
step down,물러나다
sterilize,살균하다
sternly,"엄격하게, 단호하게"
stick,"막대기, 지팡이"
stiff,"뻣뻣한, 경직된"
still,"조용한, 정지한, 여전히"
stimulate,"자극하다, 격려하다"
stipulation,계약 조건
stir,"휘젓다, 뒤섞다"
stock,"재고, 주식"
stock market,주식시장
stockroom,물품 보관소
stomachache,복통
stool,(등받이가 없는) 의자
stop,멈추다
stop at a light,신호등에서 정지하다
stop for fuel,주유소에 들르다
stop over,~에 잠깐 들르다
storage,"보관소, 저장소"
storage cabinet,보관용 수납장
storage compartment,짐 싣는 곳
storage facility,창고 시설
store,"가게, 저장하다"
store opening,"개점, 개장"
storefront,가게 앞 공간
storeroom,저장실
stove,(요리용) 스토브
stow,"(짐을) 넣다, 싣다"
straightforward,정직한; 간단한
strap,끈(줄)으로 묶다
strategic,전략적인
strategically,전략적으로
strategy,전략
stream,"시냇물, 흐르다"
streamline,"(일 등을) 능률적으로하다, 합리화하다"
street sign,도로 표지판
streetcar,전차
strength,"힘, 장점"
strengthen,"강화하다, 강력해지다"
stretch,"펴다, 잡아당기다, (연속된) 길, 기간"
strew,흩뿌리다
strict,엄격한
strictly,엄격히
strike,"동맹파업, 노동 쟁의"
striking difference,두드러지는 차이점
stringently,"엄격히, 엄중하게"
strive,분투하다
stroll,"한가롭게 거닐다, 산책하다"
strong-willed,"의지가 강한, 완고한"
structure,구조물
struggle,"애쓰다, 분투하다"
study,연구
sturdily,"튼튼하게, 완강하게"
stylish,"패션 감각이 있는, 멋진"
stylishly,"현대식으로, 유행에 따르게"
subcontract,하청 계약
subcontractor,"하청인, 하청업자"
subject,"~의 영향을 받기 쉬운, (동의 등을)조건으로 하는
~에게 (~을) 받게하다"
submission,제출
submit,제출하다
submit A to B,A를 B에게 제출하다
subordinate,"부하직원, 하급자"
subscribe,구독하다
subscriber,"가입자, 구독자"
subscription,(정기 발행물의)구독
subsequent,"차후의, 그 다음의"
subside,"가라앉다, 진정되다"
subsidiary,자회사
subsidize,~에 보조금을 지급하다
substantial,상당한
substantially,"크게, 상당히"
substantiate,입증하다
substantively,"사실상, 실제로"
substitute,"대용품, 대신하다"
suburb,교외
suburban train line,교외로 나가는 열차선
subway station,지하철역
succeed,"성공하다, 뒤를 잇다"
succeed in -ing,~에 성공하다
success,"성공, 성과"
successful,"성공적인, 성공한"
successful candidate,합격자
successfully,성공적으로
succession,연속
succinct,간결한
succumb to,"~에 굴복하다, ~에 지다"
sudden,갑작스러운
sufficient,충분한
sufficiently,충분히
suggest,"제안하다, 추천하다"
suggestion,제안
suitable,"적합한,알맞은"
suitcase,여행 가방
suite,(호텔의) 스위트룸
summarize,요약하다
summary,"요약, 개요"
summit,정상 회담
summit meeting,정상회담
summon,소환하다
sunglasses,선글라스
sunny,화창한
sunset,일몰
superb,"최고의, 뛰어난"
superior,"우수한, 상급의"
supermarket,슈퍼마켓
supervise,"감독하다, 지도하다"
supervision,감독
supervisory,"감독의, 관리의"
supplement,"보완하다, 보충하다"
supplementary,"보충의, 추가의"
supplier,공급자
supply,"공급하다, 공급, 비품, 소모품"
support,"후원, 원조, 지지, 지원하다, 후원하다, 살게하다,
(생명·기력 등을)유지하다"
supporting,"지지하는, 후원하는"
suppose,"생각하다, 추측하다"
suppress,"억누르다, 금지하다"
surely,"틀림없이, 꼭"
surface,표면
surge,(물가가) 급등하다
surgery,수술
surgical instrument,수술도구
surpass,"~을 능가하다, 넘어서다"
surplus,"잉여, 흑자"
surprise,"놀라게 하다, 놀라운 일"
surprisingly,놀랍게도
surrender,양도하다; 항복하다
surround,"둘러싸다, 에워싸다"
surrounding,"주위의, 주변의"
survey,설문 조사
susceptible,"~에 감염되기 쉬운, 영향 받기 쉬운"
suspect,"용의자, 의심하다"
suspend,중지하다
sustain,지속하다
sustainable,지속 가능한
swap,"맞바꾸다,교환하다"
sweep the leaves,낙엽을 쓸다
swell,부풀다
swiftly,"신속히, 빨리"
switch,바꾸다
switch A to B,A를 B를 바꾸다
switch off,스위치를 끄다
switch on,~의 스위치를 켜다
symmetrically,대칭적으로
symptom,증상
synergy,상승효과
synthesis,"종합, 통합"
synthetic,합성의
table lamp,탁상 전기스탠드
tablecloth,식탁보
tablet,알약
tabletop,테이블 윗면
tactics,전략
tag,(물건에 붙어 있는) 꼬리표
tailor,"재단사, 맞춤 제작하다"
tailor-made,맞춤의
tailored,"맞춤의, 주문에 따라 맞춘"
take A for a walk,A를 산책에 데려가다
take A out,A를 꺼내다
take A seriously,A를 진지하게 받아들이다
take a break,잠깐 휴식을 취하다
take a course,강의를 듣다
take a long time,오래걸리다
take a message,메시지를 남겨주다
take a photograph,사진을 찍다
take a stand against,"~에 반대하다, 맞서다"
take a tour,"여행하다, 둘러보다"
take a turn for the better,호전되다
take a vacation,휴가를 얻다
take a walk,산책하다
take action,조치를 취하다
take after,~를 닮다
take an action against,~를 고소하다
take an examination,시험을 치르다
take an order,주문을 받다
take another look,다시 한번 보다
take apart,"분해하다, 해체하다"
take back,반품하다
take care of,"~를 돌보다, 책임지다"
take charge of,~을 담당하다
take down,"~을 적다, 내리다"
take early retirement,조기 퇴직하다
take effect,효과가 나타나다
take great pleasure,큰 즐거움을 찾다
take initiative,"솔선해서 하다, 주도권을 잡다"
take inventory,재고 목록을 만들다
take medication,약을 복용하다
take note,주목하다
take notes,기록하다
take off,이륙하다
take on,(역할·일을) 떠맡다
take on responsibility,책임을 지다
take one's advice,~의 충고를 따르다
take one's bag off,가방을 내려놓다
take one's place,~의 자리를 차지하다
take out a loan,융자를 받다
take out insurance on,~에 보험을 들다
take over,인수하다
take part in,~에 참가하다
take place,"일어나다, 발생하다"
take precautions,조심하다
take pride in,~을 자랑하다
take some medicine,약을 먹다
take some time off,"휴식을 취하다, 일을 쉬다"
take steps,조치를 취하다
take the order,주문을 받다
take the place of,~을 대신하다
take turns,교대로 하다
takeover,인수
talented,"유능한, 재능이 있는"
tangible,"만져서 알 수 있는, 명백한"
tank,(물·가스 등의) 탱크
target,"목표, 목표로 삼다"
task,"일, 직무"
taste,"~의 맛을 보다, 시식하다"
tastefully,"고상하게, 우아하게"
tasty,맛있는
tax,세금
teammate,팀 동료
teapot,찻주전자
tear,찢다
tear down,(건물을) 헐다
tech-savvy,최신 기술을 잘 아는
technical,기술적인
technically,"기술적으로, 엄밀히 말하면"
technician,"기술자, 기사"
technique,기술
tedious,"지루한, 싫증나는"
telecommute,재택근무하다
telephone call,전화 통화
televise,"텔레비전으로 방송하다, 방영하다"
telling,"효과적인, 감정을 드러내는"
temperature,온도
temporarily,일시적으로
temporary,임시의
tenant,(가옥 등의) 임차인
tend,"~하는 경향이 있다, ~하기 쉽다"
tensely,"긴장하여, 딱딱하게"
tentative,"임시적인, 잠정적인"
tentatively,"임시로, 시험적으로"
term,"조건, 임기, 기한"
terminal,"말기의, 불치의"
terminate,"끝내다,종결시키다"
terminology,전문 용어
terrestrial,지구상의
terribly,"몹시, 형편없이"
terrific,훌륭한
test,"검사, 시험하다"
testimonial,"추천장, 감사장"
testimony,증언
textile,"직물, 섬유"
thankful,"고맙게 생각하는, 감사하는"
thanks to,~덕택에
the following day,그 다음날
the next best,차선
theater,극장
theft,절도
theme,"주체, 테마"
themed,특정한 테마의 분위기를 살린
thickly,"두껍게, 두툼하게"
think of,~을 생각하다
think over,숙고하다
third party,제삼자
thoroughly,"철저하게, 완전히, 대단히"
thoughtfully,생각이 깊게
threaten,"위협하다, ~할 우려가 있다"
thrifty,"검소한, 검약하는"
thrilling,"짜릿한, 흥분되는"
thrive,"번영하다, 성공하다"
thriving,"번성하는, 잘 자라는"
throughout the day,하루 종일
throw one's effort into,~에 온 힘을 쏟다
throw out(=throw away),버리다
thunderstorm,뇌우
tidy,"단정한, 깔끔한"
tie,"묶다, 매다"
tie the boat to,배를 ~에 정박시키다
tie up,단단히 묶다; (일을) 마무리 짓다
tight,"단단한, 꽉 조여있는"
tightly,"단단히, 꽉"
timber,목재
time limit,기한
time-consuming,시간이 많이 걸리는
time-off,"결석, 휴가"
timecard,근무 시간 기록표
timeline,일정표
timely,"시기적절한, 때를 맞춘"
timetable,시간표
to be honest with you,솔직히 말하자면
to one's advantage,~에게 유리하게
to start with,"우선, 첫째로"
to that end,그 목적을 위해
to the point,"적절한, 핵심을 찌르는"
tolerance,관용
tolerant,"관대한, 아량 있는"
toll price,통행료
tool,도구
tool belt,공구 벨트
toothache,치통
top-of-the-line,최고급의
total,"총계의, 전부의"
totally,"완전히, 전적으로"
touch up a photograph,사진을 조금 수정하다
tour,"(공장·시설 등의) 견학, 짧은 여행"
tour bus,관광버스
tow,(차를) 견인하다
towing service,견인 서비스
toxication,중독
trace,"(진행 과정을) 기술하다, 자취, 극소량"
trade,무역
trade negotiation,무역 협상
trade show,무역 박람회
trademark,상표
trading,거래
traditional,전통의
traditionally,전통적으로
traffic congestion,교통체증
traffic jam,교통정체
traffic light,교통 신호(등)
traffic signal,교통 신호
trail,"길, 자취"
train conductor,기차 차장
trainee,훈련받는 사람
training,"교육,훈련"
training center,훈련소
trait,(성격상의) 특성
tranquility,평온
transaction,"거래, 업무"
transfer,"보내다, 전근시키다"
transferable,"양도가능한, 이동가능한"
transform,"바꾸다, 변모시키다"
transformation,"변화, 변신"
transit,"교통, 수송"
transition,"변화, 이행"
translate,"번역하다, 통역하다"
transmit,전염시키다
transparent,투명한
transportation,"교통 (수단), 운송 수단"
trap,"가두다, 함정에 빠뜨리다"
trash bin,쓰레기통
travel,"여행, 여행가다"
travel agency,여행사
travel arrangement,여행 준비
treat,치료하다
treatment,"대우, 처우"
tree trunk,나무 줄기
tremendous,거대한
trespass,(남의 토지에) 침입하다
trial,"재판, 공판"
trial period,시범 사용 기간
trigger,"야기하다, 유발하다"
trim,"(깎아) 다듬다, 없애다, 삭감하다"
trimming,정돈; 장식
trip,여행
trivial,"사소한, 하찮은"
troubleshoot,"(문제를) 해결하다, (고장난 것을)검사하다"
truly,"정말로, 진심으로"
trust,"신뢰, 신임, 믿다, 신뢰하다"
trust company,"신탁 회사, 신탁 은행"
trustworthy,믿을 수 있는
try,"시도하다, 노력하다"
try on,(옷 따위를) 입어 보다
try out,시험해 보다
tune,"조율하다, 음을 맞추다"
turbulence,난기류
turn away,내쫓다
turn down,거절하다
turn in,"(실적·수익 등을) 올리다, 제출하다"
turn off(↔turn on),끄다
turn on its side,"뒤집다, 옆으로 돌리다"
turn out,~으로 판명되다
turn over,"~을 뒤집다, 방향을 바꾸다"
turn to,"~쪽으로 향하다,~에 의지하다"
turn up,"나타나다,찾게 되다"
turnover,"총 매상고, 거래액, 이직률"
twilight,해질녘
twofold,"두 배로, 이중으로, 두 배의, 이중의"
typewriter,타자기
typical,"전형적인, 대표적인"
typically,"보통, 일반적으로"
ultimately,"마침내, 결국"
unable,~할 수 없는
unacceptable,받아들일 수 없는
unanimous,"만장일치의, 동의하는"
unanimously,만장일치로
unauthorized,인가받지 않은
unavailable,"이용할 수 없는, 구할 수 없는"
unavoidable,불가피한
unban(<-> rural),도시의
unbeatable,(가격·가치 등이) 더 이상 좋을 수 없는
unbelievable,믿을 수 없는
unbiased,"선입견 없는, 편견 없는"
uncertain,"확신이 없는, 불확실한"
uncomfortably,"불쾌하게, 불편하게"
unconditionally,무조건적으로
uncover,알아내다
undeniable,부인할 수 없는
under a contract,계약 하에
under construction,공사중인
under control,관리하에 있는
under the new management,새경영진 하에서
under the supervision of,~의 감독하에
under warranty,보증 기간 중인
undercharge,너무 낮은 가격에 팔다
underestimate,과소평가하다
undergo,"겪다, 거치다, 경험하다"
undergo renovation,개조(보수)중이다
undergraduate,대학생
underground,"지하의, 비밀의"
underline,"밑줄을 긋다, 강조하다"
underlying ,근본적인
underpass,지하도
understaffed,인원부족의
understanding,이해심 있는
undertake,(일을) 떠맡다
underwater,"수중의, 물속의"
undoubtedly,"의심할 여지 없이, 틀림없이"
unemployment,실업
unexpected,예기치 않은
unfailingly,변함없이
unfamiliar ,"익숙지 않은, 낯선"
unfavorable,"불리한, 호의적이지 않은"
unfortunately,"불행하게도, 유감스럽게도"
uninhabited,사람이 살지 않는
uninterested,"흥미 없는, 무관심한"
union,노동조합
unique,독특한
unit,"한 개, 단위"
unlike,~과 달리
unlikely,~일 것 같지 않은
unlimited,무제한의
unload,짐을 내리다
unlock,자물쇠를 열다
unmet,(요구 등이) 채워지지 않은
unnecessary,불필요한
unoccupied,"(집 등이) 비어있는, 사람이 살지 않는"
unpack,(짐을) 풀다
unplug,플러그를 뽑다
unplug device,기계의 플러그를 뽑다
unplug the equipment,장비의 플러그를 뽑다
unprecedented,전례 없는
unsanitary,비위생적인
unstable,"불안정한, 변하기 쉬운"
unsuccessful candidate,"불합격자, 낙선 후보"
until the first next month,다음달 1일까지
untimely,"때 이른, 시기상조의"
unused,사용하지 않은
unusually,"유난히, 비정상적으로"
unveil,밝히다
unwanted,"원치 않는, 반갑지 않은"
unwavering,"확고한, 동요하지 않는"
up to,~까지
up-and-down,"오르내리는, 기복이 있는"
up-to-date,최신의
upbeat,낙관적인
upcoming,"곧 있을, 다가오는"
update,"갱신,개정,갱신하다, 최신의 것으로 하다"
upgrade,"업그레이드,개량형,업그레이드하다,개선하다"
uphold,"지지하다, 떠받들다"
upon-ing,하자마자
upset,"당황한, 당황하게 하다"
upside down,"거꾸로,뒤집혀"
upstairs,"위층의, 위층으로, 위층에"
urgently,급히
useful,유용한
user friendly,사용하기 쉬운
user's guide,사용자 설명서
usher,(극장 등의)좌석 안내원
usual,"흔히 있는, 보통의"
usually,"보통, 일반적으로"
utensil,"(부엌에서 쓰는) 도구, 기구"
